freq,leg_case,leg_stat,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,CRIM,CRT_BGHT,P_HTHAB,IS	: 	: 	: 	: 	: 	: 	: 	: 	575.59 	518.10 	533.22 	: 	541.56 	392.36 	391.76 
A,CRIM,CRT_BGHT,P_HTHAB,IT	: 	2733.21 	2793.66 	2684.21 	2656.73 	2642.97 	2498.86 	2466.12 	2446.53 	2225.47 	2202.06 	2158.79 	1796.16 	1955.09 	1928.31 
A,CRIM,CRT_BGHT,P_HTHAB,LI	: 	78.68 	72.44 	85.76 	41.12 	73.29 	123.89 	58.88 	71.77 	63.48 	68.22 	83.38 	80.01 	89.62 	: 
A,CRIM,CRT_BGHT,P_HTHAB,LT	512.73 	550.72 	573.33 	593.86 	674.95 	696.46 	718.40 	628.43 	580.70 	708.52 	702.98 	648.17 	634.37 	555.00 	549.29 
A,CRIM,CRT_BGHT,P_HTHAB,LU	: 	: 	: 	: 	: 	: 	: 	947.67 	862.99 	699.89 	747.50 	: 	: 	: 	: 
A,CRIM,CRT_BGHT,P_HTHAB,LV	560.27 	540.96 	469.61 	462.35 	469.97 	451.22 	456.32 	527.47 	528.55 	481.71 	473.74 	455.27 	433.56 	335.14 	242.94 
A,CRIM,CRT_BGHT,P_HTHAB,ME	1432.39 	1408.23 	1107.59 	968.30 	1011.92 	819.95 	775.52 	657.93 	618.59 	604.93 	607.53 	581.66 	681.33 	629.41 	573.60 
A,CRIM,CRT_BGHT,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	331.94 	274.60 	236.42 	373.24 	296.40 	216.79 	345.54 	294.32 	253.37 
A,CRIM,CRT_BGHT,P_HTHAB,PL	6046.93 	6376.20 	6672.72 	6339.26 	6443.31 	6857.15 	6837.57 	6741.09 	6202.14 	5975.59 	5620.73 	5463.74 	4907.23 	5357.63 	5384.67 
A,CRIM,CRT_BGHT,P_HTHAB,PT	1089.32 	1062.41 	1012.20 	1010.65 	990.77 	869.72 	1269.13 	709.91 	693.08 	609.52 	600.67 	625.13 	501.71 	575.55 	599.89 
A,CRIM,CRT_BGHT,P_HTHAB,RO	829.25 	820.78 	798.99 	849.90 	967.85 	1131.99 	1238.97 	1171.33 	1767.64 	1944.21 	1963.97 	1956.75 	1768.55 	1867.49 	1924.16 
A,CRIM,CRT_BGHT,P_HTHAB,RS	: 	: 	: 	: 	: 	2166.69 	1844.05 	1982.08 	2027.47 	2332.17 	3217.69 	3901.88 	4641.01 	3226.94 	2904.53 
A,CRIM,CRT_BGHT,P_HTHAB,SE	904.25 	945.04 	989.38 	965.73 	947.21 	895.19 	867.81 	849.91 	851.31 	905.36 	963.14 	1019.53 	1161.36 	1179.49 	1167.38 
A,CRIM,CRT_BGHT,P_HTHAB,SI	791.44 	746.67 	702.89 	658.72 	617.37 	597.53 	620.30 	534.21 	502.57 	475.97 	457.98 	448.07 	440.01 	408.40 	399.59 
A,CRIM,CRT_BGHT,P_HTHAB,SK	693.95 	756.65 	760.42 	737.57 	813.05 	801.06 	765.66 	692.52 	649.71 	1327.66 	1326.61 	1300.65 	1225.17 	1168.05 	1221.30 
A,CRIM,CRT_BGHT,P_HTHAB,TR	: 	2460.35 	2622.15 	2259.41 	2467.50 	2179.21 	2058.81 	1996.32 	1791.74 	1781.47 	1981.38 	2054.15 	1590.41 	1939.60 	2130.68 
A,CRIM,CRT_BGHT,P_HTHAB,UKC-L	: 	: 	: 	: 	2074.72 	2708.44 	2810.90 	2759.75 	2813.23 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_BGHT,P_HTHAB,UKM	2256.74 	2818.41 	2918.20 	2653.51 	2443.94 	2795.82 	2879.29 	2543.86 	2501.35 	2029.30 	: 	: 	: 	: 	: 
A,CRIM,CRT_BGHT,P_HTHAB,UKN	3184.26 	3278.94 	3310.47 	3217.89 	3054.15 	2733.36 	2492.62 	2504.95 	2291.43 	2236.48 	2268.34 	: 	: 	: 	: 
A,CRIM,CRT_BGHT,P_HTHAB,XK	730.24 	624.21 	560.71 	1084.90 	: 	: 	: 	: 	1403.19 	1502.47 	1314.42 	1200.11 	: 	: 	: 
A,CRIM,CRT_PEN,NR,AL	: 	: 	: 	: 	: 	3683 	3670 	3933 	3937 	2704 	3056 	5739 	7131 	3154 	: 
A,CRIM,CRT_PEN,NR,AT	: 	: 	: 	: 	: 	17279 	15707 	14689 	14482 	14309 	13747 	13752 	14085 	12614 	13353 
A,CRIM,CRT_PEN,NR,BA	22234 	24025 	24904 	24565 	23894 	22733 	21492 	19536 	18729 	17671 	16407 	15554 	15346 	15801 	16089 
A,CRIM,CRT_PEN,NR,BE	: 	: 	12651 	12304 	11530 	10952 	44714 	10550 	: 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,NR,BG	: 	: 	: 	29158 	30786 	29038 	28323 	27105 	21415 	18561 	21468 	21184 	23280 	23393 	21007 
A,CRIM,CRT_PEN,NR,CH	11941 	47565 	35966 	20782 	21406 	: 	: 	: 	8859 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,NR,CZ	: 	: 	: 	21108 	21008 	18645 	18799 	15689 	14669 	13951 	13383 	13052 	12884 	10870 	10151 
A,CRIM,CRT_PEN,NR,DE	261746 	246618 	232980 	230645 	222204 	222489 	222804 	216884 	224508 	227745 	238028 	237886 	248678 	232799 	234909 
A,CRIM,CRT_PEN,NR,DK	35086 	40782 	32888 	23365 	16051 	14928 	17022 	16389 	14983 	15851 	18687 	19239 	26978 	31329 	32254 
A,CRIM,CRT_PEN,NR,EE	: 	: 	3572 	2261 	1742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38880 	70305 	113307 
A,CRIM,CRT_PEN,NR,ES	1049519 	1067630 	511436 	508471 	560384 	332394 	317034 	285023 	274965 	259484 	251687 	253335 	276038 	284198 	296839 
A,CRIM,CRT_PEN,NR,FI	16253 	15503 	17487 	17317 	18832 	18583 	17965 	17255 	16538 	18764 	21383 	20381 	26325 	27256 	26198 
A,CRIM,CRT_PEN,NR,HR	35305 	34081 	30640 	22029 	18297 	19437 	21950 	23230 	24204 	24992 	26338 	27040 	29337 	31164 	30902 
A,CRIM,CRT_PEN,NR,HU	52603 	52701 	55379 	50645 	45694 	47917 	43469 	40167 	37062 	33891 	25851 	20753 	23407 	23266 	23027 
A,CRIM,CRT_PEN,NR,IS	: 	: 	: 	: 	: 	: 	: 	: 	449 	427 	578 	: 	722 	481 	619 
A,CRIM,CRT_PEN,NR,IT	: 	1353376 	1409547 	1431853 	1497220 	1524940 	1517328 	1510668 	1355234 	1317777 	1300851 	1290530 	1331167 	1276797 	1162164 
A,CRIM,CRT_PEN,NR,LI	: 	12 	13 	13 	10 	13 	27 	17 	12 	15 	16 	23 	18 	23 	: 
A,CRIM,CRT_PEN,NR,LT	4036 	4738 	5083 	5139 	4747 	4708 	4180 	3575 	3234 	3554 	3294 	3230 	4176 	4065 	3933 
A,CRIM,CRT_PEN,NR,LV	4799 	5160 	5159 	5251 	5334 	5246 	5055 	2861 	3453 	4793 	4116 	3750 	4162 	3391 	3179 
A,CRIM,CRT_PEN,NR,ME	6774 	4033 	3306 	2744 	2932 	2876 	2546 	2099 	1697 	1590 	1725 	1564 	2140 	2428 	2656 
A,CRIM,CRT_PEN,NR,MT	: 	: 	: 	: 	: 	: 	2917 	3795 	3627 	3542 	3310 	3428 	3684 	2454 	2281 
A,CRIM,CRT_PEN,NR,PL	370756 	272816 	408741 	386527 	358795 	430311 	419599 	421510 	376237 	368249 	368936 	374052 	410425 	400266 	383289 
A,CRIM,CRT_PEN,NR,PT	102911 	92607 	85971 	83154 	78472 	69948 	62953 	55619 	49942 	41341 	39162 	37774 	41084 	41016 	40817 
A,CRIM,CRT_PEN,NR,RO	33668 	38378 	38942 	34811 	21530 	49778 	77382 	62160 	96271 	100282 	102916 	106157 	105661 	103879 	112002 
A,CRIM,CRT_PEN,NR,RS	: 	: 	: 	: 	: 	73359 	59139 	47172 	40328 	39408 	44866 	44275 	46193 	45385 	44412 
A,CRIM,CRT_PEN,NR,SE	30697 	32163 	33687 	31771 	30690 	29967 	29582 	28774 	30216 	34341 	38619 	42191 	46959 	47334 	46437 
A,CRIM,CRT_PEN,NR,SI	19237 	17791 	17317 	17114 	14986 	11193 	9833 	9403 	9505 	9621 	9292 	9095 	11001 	11099 	10765 
A,CRIM,CRT_PEN,NR,SK	19797 	19857 	19136 	18182 	17625 	16677 	15770 	15468 	14798 	25797 	24410 	22497 	22560 	23218 	23710 
A,CRIM,CRT_PEN,NR,TR	: 	1226795 	1432691 	1336457 	1137519 	1042748 	1005395 	995665 	1082384 	1228484 	1316110 	1352612 	1458741 	1325127 	1386850 
A,CRIM,CRT_PEN,NR,XK	36201 	36190 	35927 	36947 	38960 	45968 	41969 	44142 	45169 	46154 	43650 	36123 	: 	: 	: 
A,CRIM,CRT_PEN,P_HTHAB,AL	: 	: 	: 	: 	: 	: 	126.73 	136.29 	136.91 	94.00 	106.47 	200.49 	250.57 	111.46 	: 
A,CRIM,CRT_PEN,P_HTHAB,AT	: 	: 	: 	: 	: 	204.44 	184.64 	171.28 	166.65 	163.11 	155.82 	155.24 	158.24 	141.21 	148.71 
A,CRIM,CRT_PEN,P_HTHAB,BA	578.43 	625.00 	647.86 	639.18 	622.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,P_HTHAB,BE	: 	: 	116.71 	111.85 	103.92 	98.12 	399.92 	93.88 	: 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,P_HTHAB,BG	: 	: 	: 	395.66 	420.16 	398.62 	390.90 	376.34 	299.35 	261.35 	304.51 	302.63 	334.89 	338.22 	307.17 
A,CRIM,CRT_PEN,P_HTHAB,CH	157.25 	617.58 	461.94 	264.06 	269.10 	: 	: 	: 	106.39 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,P_HTHAB,CZ	: 	: 	: 	201.28 	199.97 	177.30 	178.83 	148.88 	138.99 	131.88 	126.14 	122.56 	120.48 	101.57 	96.52 
A,CRIM,CRT_PEN,P_HTHAB,DE	318.36 	300.75 	284.81 	287.51 	276.62 	276.30 	275.86 	267.11 	273.20 	275.98 	287.50 	286.54 	299.01 	279.96 	282.22 
A,CRIM,CRT_PEN,P_HTHAB,DK	640.75 	739.95 	594.21 	420.19 	287.63 	266.45 	302.49 	289.57 	262.53 	275.73 	323.24 	331.36 	463.32 	536.45 	549.15 
A,CRIM,CRT_PEN,P_HTHAB,EE	: 	: 	267.91 	170.04 	131.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_PEN,P_HTHAB,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	362.74 	658.37 	1083.26 
A,CRIM,CRT_PEN,P_HTHAB,ES	2298.10 	2308.92 	1100.18 	1089.57 	1196.94 	711.34 	681.61 	613.62 	592.09 	557.69 	539.42 	539.73 	583.19 	599.59 	625.81 
A,CRIM,CRT_PEN,P_HTHAB,FI	306.63 	291.06 	326.77 	322.16 	348.66 	342.44 	329.56 	315.35 	301.39 	340.96 	387.86 	369.36 	476.45 	492.54 	472.19 
A,CRIM,CRT_PEN,P_HTHAB,HR	818.77 	790.78 	712.09 	513.51 	427.90 	456.04 	516.86 	549.78 	577.57 	601.61 	641.53 	663.36 	722.91 	772.08 	800.09 
A,CRIM,CRT_PEN,P_HTHAB,HU	523.65 	525.38 	553.00 	507.17 	460.07 	483.58 	440.09 	407.56 	377.01 	345.91 	264.37 	212.36 	239.59 	239.10 	237.66 
A,CRIM,CRT_PEN,P_HTHAB,IS	: 	: 	: 	: 	: 	: 	: 	: 	135.03 	126.20 	165.88 	: 	198.28 	130.43 	164.52 
A,CRIM,CRT_PEN,P_HTHAB,IT	: 	2293.83 	2381.39 	2411.96 	2520.82 	2554.97 	2496.32 	2484.83 	2233.94 	2174.93 	2150.74 	2157.48 	2231.95 	2155.43 	1968.76 
A,CRIM,CRT_PEN,P_HTHAB,LI	: 	33.72 	36.22 	35.96 	27.42 	35.29 	72.72 	45.50 	31.90 	39.67 	41.98 	59.93 	46.46 	58.89 	: 
A,CRIM,CRT_PEN,P_HTHAB,LT	125.63 	148.81 	161.78 	168.35 	158.04 	158.42 	142.01 	122.38 	111.96 	124.79 	117.27 	115.60 	149.46 	145.40 	140.16 
A,CRIM,CRT_PEN,P_HTHAB,LV	218.95 	238.58 	243.29 	253.11 	260.86 	259.21 	252.56 	144.05 	175.37 	245.78 	212.78 	195.32 	218.17 	179.11 	169.48 
A,CRIM,CRT_PEN,P_HTHAB,ME	1100.49 	653.48 	534.09 	442.69 	472.67 	463.20 	409.64 	337.41 	272.73 	255.47 	277.17 	251.37 	344.12 	391.15 	429.99 
A,CRIM,CRT_PEN,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	685.73 	883.91 	834.94 	769.50 	695.82 	694.55 	715.95 	475.49 	437.84 
A,CRIM,CRT_PEN,P_HTHAB,PL	972.71 	715.38 	1074.99 	1015.50 	942.61 	1130.54 	1103.69 	1109.07 	990.95 	969.77 	971.48 	985.05 	1081.26 	1057.79 	1017.92 
A,CRIM,CRT_PEN,P_HTHAB,PT	975.15 	876.71 	813.08 	786.50 	744.35 	666.98 	603.73 	536.10 	482.94 	401.00 	380.55 	367.57 	399.03 	398.28 	394.29 
A,CRIM,CRT_PEN,P_HTHAB,RO	163.16 	187.76 	181.44 	162.56 	107.14 	248.64 	387.93 	312.82 	487.19 	510.49 	526.95 	546.79 	546.65 	540.99 	588.17 
A,CRIM,CRT_PEN,P_HTHAB,RS	: 	: 	: 	: 	: 	1021.50 	827.49 	663.05 	569.90 	559.75 	640.81 	635.79 	666.88 	660.48 	653.40 
A,CRIM,CRT_PEN,P_HTHAB,SE	334.28 	347.47 	360.65 	337.43 	323.64 	313.60 	306.71 	295.20 	306.73 	343.58 	381.60 	412.42 	454.69 	456.04 	444.27 
A,CRIM,CRT_PEN,P_HTHAB,SI	956.94 	875.39 	845.98 	834.75 	729.07 	543.66 	477.08 	455.82 	460.47 	465.71 	449.57 	437.07 	524.89 	526.27 	510.87 
A,CRIM,CRT_PEN,P_HTHAB,SK	368.24 	368.92 	355.00 	337.18 	326.13 	308.21 	291.18 	285.32 	272.71 	474.62 	448.46 	412.76 	413.35 	425.26 	436.27 
A,CRIM,CRT_PEN,P_HTHAB,TR	: 	1715.39 	1974.46 	1812.81 	1522.29 	1378.80 	1311.36 	1281.49 	1374.61 	1539.17 	1628.64 	1649.45 	1754.24 	1584.81 	1637.75 
A,CRIM,CRT_PEN,P_HTHAB,XK	1681.31 	1659.57 	1627.05 	2059.27 	: 	: 	: 	: 	2549.61 	2587.79 	2427.01 	2011.68 	: 	: 	: 
A,CRIM,CRT_RESL,NR,AL	: 	: 	: 	: 	: 	7512 	13587 	15624 	13282 	12398 	13827 	11531 	9791 	11791 	: 
A,CRIM,CRT_RESL,NR,AT	0 	68486 	65269 	63252 	62439 	57054 	56160 	55190 	53311 	52493 	51722 	52549 	46086 	44624 	46760 
A,CRIM,CRT_RESL,NR,BA	16689 	34112 	47863 	56430 	62891 	66532 	64077 	56464 	55019 	54161 	53134 	50835 	43733 	48538 	48608 
A,CRIM,CRT_RESL,NR,BE	: 	: 	329826 	326885 	309126 	302877 	296192 	279370 	: 	267166 	258130 	231006 	180946 	231425 	214735 
A,CRIM,CRT_RESL,NR,BG	: 	: 	: 	153526 	149071 	144090 	138797 	148159 	164126 	158734 	151267 	144545 	128186 	131463 	126266 
A,CRIM,CRT_RESL,NR,CH	78339 	: 	207416 	: 	58949 	: 	: 	: 	33661 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_RESL,NR,CZ	: 	: 	: 	111523 	167624 	182538 	165125 	89020 	82670 	77956 	74683 	73446 	65264 	64352 	66020 
A,CRIM,CRT_RESL,NR,DE	844424 	818593 	790085 	772867 	736029 	700394 	679123 	670787 	662412 	654537 	648918 	660816 	614781 	582112 	558208 
A,CRIM,CRT_RESL,NR,DK	102784 	110014 	121285 	126911 	158437 	127848 	130872 	149814 	143426 	134780 	165858 	160047 	155064 	134781 	152630 
A,CRIM,CRT_RESL,NR,EE	11478 	10050 	9070 	10040 	9183 	8429 	7721 	7359 	7463 	6802 	5749 	5689 	5114 	4704 	3921 
A,CRIM,CRT_RESL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104812 	104770 	185752 
A,CRIM,CRT_RESL,NR,ES	5748470 	5842733 	1282485 	1279915 	1300280 	376826 	371601 	329099 	326348 	323030 	305603 	305298 	234348 	312980 	322873 
A,CRIM,CRT_RESL,NR,FI	56670 	55173 	52869 	53255 	52507 	49233 	48013 	46651 	45739 	45561 	49549 	48918 	44420 	55702 	52307 
A,CRIM,CRT_RESL,NR,FR	: 	: 	: 	1082956 	1134767 	1081985 	1089507 	1096657 	1200575 	1180949 	798886 	696222 	663293 	694760 	692705 
A,CRIM,CRT_RESL,NR,HR	35536 	48858 	48254 	29527 	25711 	18170 	17556 	16968 	16974 	16057 	15773 	16895 	15769 	17039 	18026 
A,CRIM,CRT_RESL,NR,HU	77293 	75331 	79582 	84672 	77520 	142586 	146425 	144070 	140254 	131024 	123770 	118430 	122476 	131050 	131834 
A,CRIM,CRT_RESL,NR,IS	: 	: 	: 	: 	: 	: 	: 	: 	1923 	1786 	1712 	: 	1752 	1538 	1466 
A,CRIM,CRT_RESL,NR,IT	: 	1539288 	1563858 	1525664 	1475665 	1515000 	1434432 	1455041 	1594629 	1329982 	1310105 	1256498 	974890 	1162784 	1185406 
A,CRIM,CRT_RESL,NR,LI	: 	27 	24 	31 	18 	24 	32 	32 	32 	21 	25 	25 	36 	29 	: 
A,CRIM,CRT_RESL,NR,LT	16082 	16832 	17669 	18072 	20665 	20737 	21674 	18963 	17115 	19858 	20006 	18175 	16779 	15627 	15545 
A,CRIM,CRT_RESL,NR,LU	: 	: 	: 	: 	: 	: 	: 	4985 	4947 	4225 	4176 	4465 	4617 	5036 	: 
A,CRIM,CRT_RESL,NR,LV	11164 	11339 	9959 	9500 	9527 	9220 	9227 	10568 	10351 	10212 	9652 	8798 	7855 	7032 	4764 
A,CRIM,CRT_RESL,NR,ME	11241 	10857 	7541 	6047 	6089 	5147 	5073 	4500 	4080 	3796 	3638 	3775 	3583 	3609 	3304 
A,CRIM,CRT_RESL,NR,MT	: 	: 	: 	: 	: 	: 	1439 	1291 	1294 	2184 	1512 	1800 	1456 	1208 	1281 
A,CRIM,CRT_RESL,NR,NL	127389 	127082 	110027 	105465 	99723 	104610 	102071 	106373 	94350 	93049 	: 	: 	: 	: 	: 
A,CRIM,CRT_RESL,NR,NO	21120 	19753 	21986 	19837 	18562 	20627 	18459 	19367 	: 	16700 	15787 	15724 	15558 	15021 	14548 
A,CRIM,CRT_RESL,NR,PL	2296367 	2530039 	2401642 	2435084 	2480287 	2538459 	2610184 	2559970 	2400063 	2277100 	2133911 	2069342 	1826322 	2037487 	2044535 
A,CRIM,CRT_RESL,NR,PT	129737 	122217 	113037 	109670 	109133 	99735 	139344 	80754 	77284 	71262 	63846 	65591 	48346 	59340 	62300 
A,CRIM,CRT_RESL,NR,RO	170413 	163060 	170072 	186075 	208378 	219785 	248840 	248102 	315804 	377916 	382490 	377046 	342767 	361774 	357069 
A,CRIM,CRT_RESL,NR,RS	: 	: 	: 	: 	: 	175800 	155577 	161756 	159380 	176649 	231957 	271624 	320767 	222121 	198388 
A,CRIM,CRT_RESL,NR,SE	82504 	85714 	90627 	92692 	90732 	86083 	83887 	83548 	82337 	86288 	93191 	100696 	115153 	122026 	122921 
A,CRIM,CRT_RESL,NR,SI	16854 	16630 	14716 	13709 	14799 	15996 	14107 	11445 	10279 	9729 	9805 	9521 	7303 	8518 	8752 
A,CRIM,CRT_RESL,NR,SK	37590 	40667 	41710 	40727 	44497 	44292 	42496 	37846 	35360 	74713 	73642 	71913 	66805 	63115 	65882 
A,CRIM,CRT_RESL,NR,TR	: 	1722284 	1696635 	1760476 	2042675 	1743048 	1618250 	1743048 	1618250 	1408367 	1615463 	1757759 	1374732 	1965068 	1916890 
A,CRIM,CRT_RESL,NR,UKM	: 	: 	: 	: 	: 	: 	: 	: 	: 	104105 	: 	: 	: 	: 	: 
A,CRIM,CRT_RESL,NR,UKN	56209 	57675 	57420 	58743 	56223 	50791 	45922 	45136 	: 	41934 	41747 	: 	: 	: 	: 
A,CRIM,CRT_RESL,NR,XK	13057 	13612 	12381 	19465 	21681 	21356 	22596 	20077 	23832 	25698 	26197 	29077 	: 	: 	: 
A,CRIM,CRT_RESL,P_HTHAB,AL	: 	: 	: 	: 	: 	: 	496.17 	541.41 	461.89 	431.00 	481.72 	402.84 	344.03 	416.68 	: 
A,CRIM,CRT_RESL,P_HTHAB,AT	0.00 	821.67 	781.51 	755.23 	742.60 	675.05 	660.17 	643.52 	613.47 	598.36 	586.27 	593.19 	517.76 	499.56 	520.77 
A,CRIM,CRT_RESL,P_HTHAB,BA	434.17 	887.41 	1245.12 	1468.31 	1638.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_RESL,P_HTHAB,BE	: 	: 	3042.70 	2971.51 	2786.21 	2713.55 	2649.10 	2486.10 	: 	2353.53 	2264.58 	2016.55 	1570.38 	2002.85 	1848.36 
A,CRIM,CRT_RESL,P_HTHAB,BG	: 	: 	: 	2083.28 	2034.48 	1978.02 	1915.58 	2057.14 	2294.25 	2235.10 	2145.62 	2064.92 	1844.01 	1900.70 	1846.28 
A,CRIM,CRT_RESL,P_HTHAB,CH	1031.66 	: 	2664.03 	: 	741.06 	: 	: 	: 	404.23 	: 	: 	: 	: 	: 	: 
A,CRIM,CRT_RESL,P_HTHAB,CZ	: 	: 	: 	1063.47 	1595.59 	1735.79 	1570.76 	844.73 	783.32 	736.91 	703.89 	689.65 	610.29 	601.32 	627.76 
A,CRIM,CRT_RESL,P_HTHAB,DE	1027.06 	998.26 	965.85 	963.41 	916.28 	869.80 	840.84 	826.12 	806.09 	793.17 	783.79 	795.98 	739.22 	700.03 	670.62 
A,CRIM,CRT_RESL,P_HTHAB,DK	1877.06 	1996.10 	2191.34 	2282.31 	2839.11 	2281.93 	2325.69 	2647.02 	2513.05 	2344.50 	2868.92 	2756.54 	2663.07 	2307.88 	2598.66 
A,CRIM,CRT_RESL,P_HTHAB,EE	857.57 	752.39 	680.27 	755.08 	692.94 	638.48 	586.78 	559.68 	567.12 	517.01 	435.82 	429.42 	384.81 	353.67 	294.41 
A,CRIM,CRT_RESL,P_HTHAB,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	977.85 	981.12 	1775.87 
A,CRIM,CRT_RESL,P_HTHAB,ES	12587.26 	12635.87 	2758.83 	2742.65 	2777.29 	806.43 	798.93 	708.51 	702.73 	694.27 	654.98 	650.44 	495.11 	660.31 	680.69 
A,CRIM,CRT_RESL,P_HTHAB,FI	1069.15 	1035.86 	987.94 	990.74 	972.12 	907.24 	880.77 	852.58 	833.54 	827.89 	898.75 	886.53 	803.94 	1006.58 	942.77 
A,CRIM,CRT_RESL,P_HTHAB,FR	: 	: 	: 	1666.63 	1738.39 	1649.36 	1652.22 	1649.40 	1801.63 	1767.63 	1191.90 	1036.39 	985.28 	1026.89 	1020.61 
A,CRIM,CRT_RESL,P_HTHAB,HR	824.13 	1133.65 	1121.44 	688.30 	601.29 	426.31 	413.39 	401.58 	405.04 	386.52 	384.19 	414.47 	388.57 	422.14 	466.72 
A,CRIM,CRT_RESL,P_HTHAB,HU	769.44 	750.98 	794.68 	847.93 	780.51 	1438.98 	1482.43 	1461.81 	1426.73 	1337.31 	1265.75 	1211.84 	1253.65 	1346.76 	1360.66 
A,CRIM,CRT_RESL,P_HTHAB,IS	: 	: 	: 	: 	: 	: 	: 	: 	578.30 	527.86 	491.32 	: 	481.14 	417.04 	389.64 
A,CRIM,CRT_RESL,P_HTHAB,IT	: 	2608.94 	2642.09 	2569.99 	2484.53 	2538.32 	2359.94 	2393.33 	2628.56 	2195.07 	2166.04 	2100.58 	1634.58 	1962.96 	2008.14 
A,CRIM,CRT_RESL,P_HTHAB,LI	: 	75.87 	66.86 	85.76 	49.35 	65.15 	86.19 	85.64 	85.06 	55.54 	65.59 	65.14 	92.91 	74.25 	: 
A,CRIM,CRT_RESL,P_HTHAB,LT	500.59 	528.67 	562.35 	592.02 	688.00 	697.77 	736.34 	649.14 	592.51 	697.28 	712.24 	650.46 	600.52 	558.97 	553.99 
A,CRIM,CRT_RESL,P_HTHAB,LU	: 	: 	: 	: 	: 	: 	: 	885.50 	858.48 	715.29 	693.68 	727.32 	737.41 	793.41 	: 
A,CRIM,CRT_RESL,P_HTHAB,LV	509.35 	524.27 	469.65 	457.92 	465.91 	455.57 	461.01 	532.10 	525.71 	523.66 	498.97 	458.24 	411.76 	371.43 	253.98 
A,CRIM,CRT_RESL,P_HTHAB,ME	1826.19 	1759.20 	1218.25 	975.56 	981.61 	828.97 	816.22 	723.36 	655.72 	609.91 	584.55 	606.74 	576.16 	581.40 	534.90 
A,CRIM,CRT_RESL,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	338.28 	300.69 	297.88 	474.48 	317.85 	364.70 	282.96 	234.06 	245.89 
A,CRIM,CRT_RESL,P_HTHAB,NL	776.51 	770.86 	663.81 	633.20 	596.06 	623.44 	606.51 	629.40 	555.68 	544.74 	: 	: 	: 	: 	: 
A,CRIM,CRT_RESL,P_HTHAB,NO	445.84 	411.58 	452.55 	403.17 	372.29 	408.35 	361.38 	374.86 	: 	317.59 	298.11 	295.11 	289.85 	278.61 	268.15 
A,CRIM,CRT_RESL,P_HTHAB,PL	6024.74 	6634.28 	6316.31 	6397.56 	6516.13 	6669.18 	6865.68 	6735.77 	6321.41 	5996.63 	5619.00 	5449.54 	4811.41 	5384.48 	5429.76 
A,CRIM,CRT_RESL,P_HTHAB,PT	1229.35 	1157.03 	1069.06 	1037.29 	1035.18 	951.01 	1336.34 	778.37 	747.33 	691.22 	620.40 	638.25 	469.57 	576.21 	601.81 
A,CRIM,CRT_RESL,P_HTHAB,RO	825.83 	797.74 	792.43 	868.95 	1036.91 	1097.82 	1247.49 	1248.59 	1598.17 	1923.79 	1958.41 	1942.09 	1773.35 	1884.08 	1875.12 
A,CRIM,CRT_RESL,P_HTHAB,RS	: 	: 	: 	: 	: 	2447.95 	2176.89 	2273.64 	2252.28 	2509.12 	3312.99 	3900.53 	4630.87 	3232.47 	2918.71 
A,CRIM,CRT_RESL,P_HTHAB,SE	898.45 	926.00 	970.24 	984.45 	956.80 	900.84 	869.76 	857.14 	835.82 	863.30 	920.84 	984.30 	1115.00 	1175.67 	1176.02 
A,CRIM,CRT_RESL,P_HTHAB,SI	838.40 	818.26 	718.91 	668.67 	719.97 	776.95 	684.45 	554.81 	497.97 	470.93 	474.39 	457.54 	348.45 	403.89 	415.34 
A,CRIM,CRT_RESL,P_HTHAB,SK	699.21 	755.56 	773.78 	755.26 	823.36 	818.58 	784.65 	698.09 	651.65 	1374.58 	1352.94 	1319.40 	1224.01 	1156.00 	1212.24 
A,CRIM,CRT_RESL,P_HTHAB,TR	: 	2408.21 	2338.21 	2387.96 	2733.62 	2304.78 	2110.73 	2243.42 	2055.15 	1764.54 	1999.07 	2143.51 	1653.22 	2350.16 	2263.68 
A,CRIM,CRT_RESL,P_HTHAB,UKM	: 	: 	: 	: 	: 	: 	: 	: 	: 	1922.63 	: 	: 	: 	: 	: 
